user_id,rank,item_id,rating,label,train_degree
0,1,265,5,1,7
0,2,282,2,0,10
0,3,199,5,1,17
0,4,226,1,0,5
0,5,283,2,0,8
1,1,264,2,0,15
1,2,219,1,0,10
1,3,189,2,0,7
1,4,164,2,0,8
1,5,190,1,0,2
2,1,188,2,0,13
2,2,180,1,0,4
2,3,173,2,0,10
2,4,152,2,0,3
2,5,218,5,1,8
3,1,208,5,1,7
3,2,224,3,1,17
3,3,293,2,0,8
3,4,280,3,1,10
3,5,65,1,0,1
4,1,150,4,1,10
4,2,70,2,0,3
4,3,284,1,0,4
4,4,200,4,1,15
4,5,192,2,0,5
5,1,249,4,1,39
5,2,218,4,1,8
5,3,271,3,1,8
5,4,180,3,1,4
5,5,90,1,0,34
6,1,247,3,1,30
6,2,175,3,1,7
6,3,249,4,1,39
6,4,243,2,0,15
6,5,179,1,0,5
7,1,208,2,0,7
7,2,214,1,0,12
7,3,203,2,0,8
7,4,132,1,0,7
7,5,218,3,1,8
8,1,251,2,0,22
8,2,258,1,0,6
8,3,254,2,0,12
8,4,18,3,1,10
8,5,290,3,1,19
9,1,192,3,1,5
9,2,252,3,1,48
9,3,276,5,1,8
9,4,203,4,1,8
9,5,157,1,0,12
10,1,247,4,1,30
10,2,258,3,1,6
10,3,238,3,1,12
10,4,285,1,0,9
10,5,149,1,0,15
11,1,171,2,0,7
11,2,167,2,0,9
11,3,271,4,1,8
11,4,150,5,1,10
11,5,294,3,1,7
12,1,218,4,1,8
12,2,275,4,1,7
12,3,142,2,0,34
12,4,109,1,0,12
12,5,197,3,1,8
13,1,82,4,1,7
13,2,271,5,1,8
13,3,114,3,1,19
13,4,169,2,0,6
13,5,54,3,1,8
14,1,149,4,1,15
14,2,169,2,0,6
14,3,203,2,0,8
14,4,286,3,1,8
14,5,268,2,0,11
15,1,292,4,1,15
15,2,249,3,1,39
15,3,296,1,0,11
15,4,203,2,0,8
15,5,159,3,1,9
16,1,235,1,0,13
16,2,251,1,0,22
16,3,151,1,0,6
16,4,14,1,0,2
16,5,259,1,0,10
17,1,266,3,1,13
17,2,205,3,1,6
17,3,251,3,1,22
17,4,254,2,0,12
17,5,157,1,0,12
18,1,175,4,1,7
18,2,244,1,0,16
18,3,251,2,0,22
18,4,180,2,0,4
18,5,198,3,1,8
19,1,203,1,0,8
19,2,291,3,1,16
19,3,221,2,0,9
19,4,274,1,0,2
19,5,69,1,0,4
20,1,214,1,0,12
20,2,183,1,0,5
20,3,147,1,0,21
20,4,196,1,0,7
20,5,70,1,0,3
21,1,273,4,1,14
21,2,200,3,1,15
21,3,298,4,1,11
21,4,231,4,1,15
21,5,111,2,0,7
22,1,123,4,1,17
22,2,220,4,1,9
22,3,48,4,1,12
22,4,73,4,1,8
22,5,100,4,1,30
24,1,261,2,0,3
24,2,170,2,0,6
24,3,296,2,0,11
24,4,204,3,1,2
24,5,150,4,1,10
25,1,237,5,1,16
25,2,271,3,1,8
25,3,257,3,1,18
25,4,151,1,0,6
25,5,273,5,1,14
26,1,213,3,1,10
26,2,133,3,1,36
26,3,276,5,1,8
26,4,267,5,1,17
26,5,297,4,1,17
27,1,171,2,0,7
27,2,244,1,0,16
27,3,144,1,0,29
27,4,263,4,1,18
27,5,35,3,1,4
28,1,218,5,1,8
28,2,172,3,1,7
28,3,197,1,0,8
28,4,42,1,0,6
28,5,68,1,0,14
29,1,273,4,1,14
29,2,112,1,0,14
29,3,113,1,0,12
29,4,213,5,1,10
29,5,4,2,0,13
30,1,219,3,1,10
30,2,204,4,1,2
30,3,155,5,1,18
30,4,200,5,1,15
30,5,157,4,1,12
31,1,256,3,1,14
31,2,65,1,0,1
31,3,124,1,0,3
31,4,33,1,0,8
31,5,132,1,0,7
32,1,244,1,0,16
32,2,284,1,0,4
32,3,165,1,0,10
32,4,268,3,1,11
32,5,237,4,1,16
33,1,295,2,0,15
33,2,276,1,0,8
33,3,265,2,0,7
33,4,135,2,0,5
33,5,277,2,0,5
34,1,257,4,1,18
34,2,292,3,1,15
34,3,296,3,1,11
34,4,165,4,1,10
34,5,226,1,0,5
35,1,227,5,1,19
35,2,182,3,1,8
35,3,262,4,1,17
35,4,78,1,0,25
35,5,274,4,1,2
36,1,266,5,1,13
36,2,269,5,1,7
36,3,213,5,1,10
36,4,223,5,1,12
36,5,190,2,0,2
37,1,199,3,1,17
37,2,194,3,1,8
37,3,171,3,1,7
37,4,273,1,0,14
37,5,78,1,0,25
38,1,244,3,1,16
38,2,285,4,1,9
38,3,232,3,1,4
38,4,230,2,0,8
38,5,278,3,1,12
39,1,266,5,1,13
39,2,231,5,1,15
39,3,223,1,0,12
39,4,240,5,1,8
39,5,153,2,0,8
40,1,271,4,1,8
40,2,272,4,1,11
40,3,227,5,1,19
40,4,167,1,0,9
40,5,160,2,0,6
41,1,253,2,0,26
41,2,282,5,1,10
41,3,203,3,1,8
41,4,70,1,0,3
41,5,140,1,0,2
42,1,280,1,0,10
42,2,285,2,0,9
42,3,225,1,0,6
42,4,81,1,0,7
42,5,213,2,0,10
43,1,272,3,1,11
43,2,295,3,1,15
43,3,247,2,0,30
43,4,68,1,0,14
43,5,55,2,0,4
44,1,218,2,0,8
44,2,196,4,1,7
44,3,294,1,0,7
44,4,164,2,0,8
44,5,152,3,1,3
45,1,189,1,0,7
45,2,295,4,1,15
45,3,212,2,0,13
45,4,174,3,1,11
45,5,223,1,0,12
46,1,268,3,1,11
46,2,166,4,1,10
46,3,223,2,0,12
46,4,247,2,0,30
46,5,1,2,0,8
47,1,72,4,1,11
47,2,171,3,1,7
47,3,236,3,1,17
47,4,66,4,1,8
47,5,167,2,0,9
48,1,157,3,1,12
48,2,150,1,0,10
48,3,75,4,1,10
48,4,298,2,0,11
48,5,168,4,1,6
49,1,238,4,1,12
49,2,177,3,1,5
49,3,250,4,1,20
49,4,173,2,0,10
49,5,214,2,0,12
50,1,208,2,0,7
50,2,188,5,1,13
50,3,269,2,0,7
50,4,252,4,1,48
50,5,61,1,0,3
51,1,237,4,1,16
51,2,173,3,1,10
51,3,228,4,1,16
51,4,216,3,1,3
51,5,42,5,1,6
52,1,261,3,1,3
52,2,219,2,0,10
52,3,250,1,0,20
52,4,240,1,0,8
52,5,133,1,0,36
53,1,295,3,1,15
53,2,128,1,0,5
53,3,175,2,0,7
53,4,140,3,1,2
53,5,69,3,1,4
54,1,217,4,1,8
54,2,245,4,1,5
54,3,288,5,1,16
54,4,224,3,1,17
54,5,216,2,0,3
55,1,279,3,1,17
55,2,269,3,1,7
55,3,243,4,1,15
55,4,230,2,0,8
55,5,66,1,0,8
56,1,272,3,1,11
56,2,91,3,1,10
56,3,209,3,1,4
56,4,31,2,0,2
56,5,257,4,1,18
57,1,209,3,1,4
57,2,213,5,1,10
57,3,178,2,0,10
57,4,187,3,1,11
57,5,162,1,0,8
58,1,229,4,1,22
58,2,92,2,0,14
58,3,261,1,0,3
58,4,276,1,0,8
58,5,244,2,0,16
59,1,197,4,1,8
59,2,284,1,0,4
59,3,120,1,0,45
59,4,128,1,0,5
59,5,178,1,0,10
60,1,177,4,1,5
60,2,292,2,0,15
60,3,240,1,0,8
60,4,200,3,1,15
60,5,205,2,0,6
61,1,201,1,0,5
61,2,263,1,0,18
61,3,152,1,0,3
61,4,228,1,0,16
61,5,163,2,0,4
62,1,191,3,1,9
62,2,236,1,0,17
62,3,244,2,0,16
62,4,48,1,0,12
62,5,207,1,0,5
63,1,228,3,1,16
63,2,234,1,0,9
63,3,216,4,1,3
63,4,176,1,0,5
63,5,106,1,0,9
64,1,244,1,0,16
64,2,260,4,1,16
64,3,271,2,0,8
64,4,240,3,1,8
64,5,71,2,0,24
65,1,268,4,1,11
65,2,208,3,1,7
65,3,221,3,1,9
65,4,287,1,0,9
65,5,271,1,0,8
66,1,157,5,1,12
66,2,191,4,1,9
66,3,238,3,1,12
66,4,210,4,1,8
66,5,192,4,1,5
67,1,200,3,1,15
67,2,247,2,0,30
67,3,231,1,0,15
67,4,216,1,0,3
67,5,221,1,0,9
68,1,251,2,0,22
68,2,287,1,0,9
68,3,172,4,1,7
68,4,100,2,0,30
68,5,15,1,0,5
69,1,281,5,1,4
69,2,259,4,1,10
69,3,115,1,0,9
69,4,189,2,0,7
69,5,151,1,0,6
70,1,156,3,1,4
70,2,238,3,1,12
70,3,225,3,1,6
70,4,166,4,1,10
70,5,8,2,0,10
71,1,142,5,1,34
71,2,104,3,1,17
71,3,220,1,0,9
71,4,194,1,0,8
71,5,89,1,0,9
72,1,224,2,0,17
72,2,272,1,0,11
