user_id,rank,item_id,rating,label,train_degree
0,1,265,5,1,7
0,2,282,2,0,10
0,3,198,3,1,8
0,4,133,3,1,36
0,5,78,2,0,25
1,1,189,2,0,7
1,2,264,2,0,15
1,3,219,1,0,10
1,4,164,2,0,8
1,5,275,2,0,7
2,1,188,2,0,13
2,2,173,2,0,10
2,3,180,1,0,4
2,4,218,5,1,8
2,5,134,1,0,18
3,1,280,3,1,10
3,2,208,5,1,7
3,3,230,2,0,8
3,4,149,1,0,15
3,5,65,1,0,1
4,1,150,4,1,10
4,2,284,1,0,4
4,3,200,4,1,15
4,4,70,2,0,3
4,5,33,2,0,8
5,1,249,4,1,39
5,2,271,3,1,8
5,3,122,2,0,15
5,4,144,2,0,29
5,5,218,4,1,8
6,1,247,3,1,30
6,2,175,3,1,7
6,3,249,4,1,39
6,4,179,1,0,5
6,5,243,2,0,15
7,1,208,2,0,7
7,2,218,3,1,8
7,3,214,1,0,12
7,4,40,2,0,7
7,5,203,2,0,8
8,1,290,3,1,19
8,2,18,3,1,10
8,3,105,2,0,19
8,4,254,2,0,12
8,5,95,2,0,11
9,1,192,3,1,5
9,2,252,3,1,48
9,3,245,4,1,5
9,4,143,1,0,21
9,5,45,1,0,4
10,1,247,4,1,30
10,2,137,1,0,32
10,3,238,3,1,12
10,4,258,3,1,6
10,5,285,1,0,9
11,1,171,2,0,7
11,2,167,2,0,9
11,3,150,5,1,10
11,4,98,4,1,48
11,5,64,3,1,3
12,1,218,4,1,8
12,2,275,4,1,7
12,3,197,3,1,8
12,4,285,3,1,9
12,5,211,3,1,1
13,1,125,1,0,17
13,2,82,4,1,7
13,3,143,3,1,21
13,4,169,2,0,6
13,5,58,1,0,11
14,1,149,4,1,15
14,2,231,2,0,15
14,3,279,3,1,17
14,4,169,2,0,6
14,5,286,3,1,8
15,1,292,4,1,15
15,2,210,5,1,8
15,3,249,3,1,39
15,4,159,3,1,9
15,5,180,1,0,4
16,1,151,1,0,6
16,2,11,1,0,4
16,3,259,1,0,10
16,4,14,1,0,2
16,5,235,1,0,13
17,1,266,3,1,13
17,2,205,3,1,6
17,3,159,2,0,9
17,4,254,2,0,12
17,5,204,2,0,2
18,1,175,4,1,7
18,2,244,1,0,16
18,3,180,2,0,4
18,4,251,2,0,22
18,5,234,3,1,9
19,1,221,2,0,9
19,2,291,3,1,16
19,3,90,1,0,34
19,4,260,2,0,16
19,5,203,1,0,8
20,1,183,1,0,5
20,2,214,1,0,12
20,3,70,1,0,3
20,4,196,1,0,7
20,5,272,4,1,11
21,1,298,4,1,11
21,2,213,4,1,10
21,3,200,3,1,15
21,4,273,4,1,14
21,5,76,4,1,8
22,1,220,4,1,9
22,2,48,4,1,12
22,3,123,4,1,17
22,4,88,4,1,21
22,5,25,2,0,6
24,1,296,2,0,11
24,2,170,2,0,6
24,3,204,3,1,2
24,4,261,2,0,3
24,5,15,1,0,5
25,1,237,5,1,16
25,2,271,3,1,8
25,3,151,1,0,6
25,4,105,1,0,19
25,5,257,3,1,18
26,1,213,3,1,10
26,2,154,4,1,6
26,3,276,5,1,8
26,4,297,4,1,17
26,5,181,1,0,2
27,1,244,1,0,16
27,2,263,4,1,18
27,3,9,2,0,14
27,4,171,2,0,7
27,5,47,1,0,3
28,1,218,5,1,8
28,2,172,3,1,7
28,3,197,1,0,8
28,4,251,1,0,22
28,5,68,1,0,14
29,1,273,4,1,14
29,2,112,1,0,14
29,3,213,5,1,10
29,4,113,1,0,12
29,5,6,1,0,8
30,1,219,3,1,10
30,2,155,5,1,18
30,3,157,4,1,12
30,4,204,4,1,2
30,5,58,1,0,11
31,1,65,1,0,1
31,2,124,1,0,3
31,3,256,3,1,14
31,4,33,1,0,8
31,5,23,3,1,4
32,1,244,1,0,16
32,2,284,1,0,4
32,3,268,3,1,11
32,4,169,1,0,6
32,5,165,1,0,10
33,1,295,2,0,15
33,2,135,2,0,5
33,3,276,1,0,8
33,4,217,3,1,8
33,5,265,2,0,7
34,1,257,4,1,18
34,2,296,3,1,11
34,3,292,3,1,15
34,4,165,4,1,10
34,5,187,2,0,11
35,1,227,5,1,19
35,2,182,3,1,8
35,3,165,4,1,10
35,4,262,4,1,17
35,5,61,1,0,3
36,1,266,5,1,13
36,2,269,5,1,7
36,3,213,5,1,10
36,4,223,5,1,12
36,5,201,1,0,5
37,1,199,3,1,17
37,2,194,3,1,8
37,3,273,1,0,14
37,4,69,1,0,4
37,5,171,3,1,7
38,1,244,3,1,16
38,2,232,3,1,4
38,3,285,4,1,9
38,4,139,1,0,9
38,5,230,2,0,8
39,1,266,5,1,13
39,2,231,5,1,15
39,3,283,5,1,8
39,4,153,2,0,8
39,5,223,1,0,12
40,1,271,4,1,8
40,2,160,2,0,6
40,3,272,4,1,11
40,4,268,4,1,11
40,5,167,1,0,9
41,1,282,5,1,10
41,2,203,3,1,8
41,3,43,1,0,8
41,4,269,3,1,7
41,5,59,1,0,8
42,1,280,1,0,10
42,2,285,2,0,9
42,3,151,2,0,6
42,4,28,1,0,1
42,5,207,4,1,5
43,1,272,3,1,11
43,2,68,1,0,14
43,3,247,2,0,30
43,4,55,2,0,4
43,5,295,3,1,15
44,1,196,4,1,7
44,2,218,2,0,8
44,3,164,2,0,8
44,4,258,1,0,6
44,5,260,3,1,16
45,1,295,4,1,15
45,2,189,1,0,7
45,3,212,2,0,13
45,4,116,1,0,12
45,5,223,1,0,12
46,1,268,3,1,11
46,2,247,2,0,30
46,3,1,2,0,8
46,4,130,2,0,6
46,5,223,2,0,12
47,1,72,4,1,11
47,2,171,3,1,7
47,3,66,4,1,8
47,4,285,2,0,9
47,5,167,2,0,9
48,1,157,3,1,12
48,2,150,1,0,10
48,3,298,2,0,11
48,4,168,4,1,6
48,5,75,4,1,10
49,1,238,4,1,12
49,2,177,3,1,5
49,3,266,4,1,13
49,4,173,2,0,10
49,5,255,2,0,4
50,1,252,4,1,48
50,2,208,2,0,7
50,3,188,5,1,13
50,4,18,1,0,10
50,5,261,3,1,3
51,1,237,4,1,16
51,2,42,5,1,6
51,3,141,3,1,22
51,4,216,3,1,3
51,5,38,3,1,9
52,1,261,3,1,3
52,2,66,3,1,8
52,3,295,2,0,15
52,4,219,2,0,10
52,5,34,1,0,7
53,1,176,1,0,5
53,2,175,2,0,7
53,3,69,3,1,4
53,4,208,2,0,7
53,5,140,3,1,2
54,1,217,4,1,8
54,2,245,4,1,5
54,3,216,2,0,3
54,4,288,5,1,16
54,5,14,3,1,2
55,1,269,3,1,7
55,2,279,3,1,17
55,3,243,4,1,15
55,4,74,1,0,13
55,5,230,2,0,8
56,1,257,4,1,18
56,2,91,3,1,10
56,3,42,4,1,6
56,4,209,3,1,4
56,5,105,3,1,19
57,1,209,3,1,4
57,2,213,5,1,10
57,3,178,2,0,10
57,4,162,1,0,8
57,5,187,3,1,11
58,1,229,4,1,22
58,2,92,2,0,14
58,3,261,1,0,3
58,4,114,3,1,19
58,5,24,2,0,12
59,1,197,4,1,8
59,2,178,1,0,10
59,3,284,1,0,4
59,4,57,1,0,5
59,5,14,1,0,2
60,1,200,3,1,15
60,2,177,4,1,5
60,3,292,2,0,15
60,4,56,1,0,2
60,5,220,5,1,9
61,1,201,1,0,5
61,2,163,2,0,4
61,3,208,3,1,7
61,4,81,1,0,7
61,5,137,1,0,32
62,1,191,3,1,9
62,2,46,1,0,8
62,3,142,1,0,34
62,4,48,1,0,12
62,5,236,1,0,17
63,1,241,1,0,19
63,2,228,3,1,16
63,3,176,1,0,5
63,4,216,4,1,3
63,5,106,1,0,9
64,1,244,1,0,16
64,2,260,4,1,16
64,3,240,3,1,8
64,4,71,2,0,24
64,5,191,4,1,9
65,1,208,3,1,7
65,2,268,4,1,11
65,3,221,3,1,9
65,4,278,5,1,12
65,5,195,1,0,6
66,1,157,5,1,12
66,2,210,4,1,8
66,3,53,1,0,2
66,4,240,3,1,8
66,5,4,2,0,13
67,1,200,3,1,15
67,2,247,2,0,30
67,3,164,1,0,8
67,4,180,1,0,4
67,5,194,2,0,8
68,1,172,4,1,7
68,2,251,2,0,22
68,3,143,2,0,21
68,4,196,4,1,7
68,5,64,2,0,3
69,1,281,5,1,4
69,2,259,4,1,10
69,3,244,1,0,16
69,4,191,4,1,9
69,5,151,1,0,6
70,1,156,3,1,4
70,2,166,4,1,10
70,3,238,3,1,12
70,4,56,1,0,2
70,5,225,3,1,6
71,1,142,5,1,34
71,2,104,3,1,17
71,3,220,1,0,9
71,4,120,5,1,45
71,5,245,4,1,5
72,1,224,2,0,17
72,2,126,1,0,17
