user_id,rank,item_id,rating,label,train_degree
0,1,282,2,0,10
0,2,265,5,1,7
0,3,199,5,1,17
0,4,226,1,0,5
0,5,17,3,1,2
1,1,189,2,0,7
1,2,104,4,1,17
1,3,264,2,0,15
1,4,190,1,0,2
1,5,186,1,0,6
2,1,180,1,0,4
2,2,218,5,1,8
2,3,68,1,0,14
2,4,188,2,0,13
2,5,210,4,1,8
3,1,208,5,1,7
3,2,224,3,1,17
3,3,280,3,1,10
3,4,293,2,0,8
3,5,75,1,0,10
4,1,284,1,0,4
4,2,150,4,1,10
4,3,192,2,0,5
4,4,89,1,0,9
4,5,200,4,1,15
5,1,180,3,1,4
5,2,271,3,1,8
5,3,218,4,1,8
5,4,90,1,0,34
5,5,249,4,1,39
6,1,175,3,1,7
6,2,247,3,1,30
6,3,55,1,0,4
6,4,263,3,1,18
6,5,243,2,0,15
7,1,280,2,0,10
7,2,208,2,0,7
7,3,46,1,0,8
7,4,2,1,0,13
7,5,100,1,0,30
8,1,254,2,0,12
8,2,258,1,0,6
8,3,176,1,0,5
8,4,290,3,1,19
8,5,105,2,0,19
9,1,192,3,1,5
9,2,252,3,1,48
9,3,143,1,0,21
9,4,147,1,0,21
9,5,276,5,1,8
10,1,247,4,1,30
10,2,258,3,1,6
10,3,238,3,1,12
10,4,285,1,0,9
10,5,246,2,0,32
11,1,171,2,0,7
11,2,271,4,1,8
11,3,167,2,0,9
11,4,62,4,1,12
11,5,150,5,1,10
12,1,218,4,1,8
12,2,285,3,1,9
12,3,24,3,1,12
12,4,197,3,1,8
12,5,67,2,0,15
13,1,82,4,1,7
13,2,125,1,0,17
13,3,114,3,1,19
13,4,36,3,1,19
13,5,134,4,1,18
14,1,149,4,1,15
14,2,231,2,0,15
14,3,268,2,0,11
14,4,279,3,1,17
14,5,169,2,0,6
15,1,292,4,1,15
15,2,210,5,1,8
15,3,159,3,1,9
15,4,249,3,1,39
15,5,296,1,0,11
16,1,151,1,0,6
16,2,114,3,1,19
16,3,100,1,0,30
16,4,251,1,0,22
16,5,235,1,0,13
17,1,266,3,1,13
17,2,205,3,1,6
17,3,251,3,1,22
17,4,254,2,0,12
17,5,159,2,0,9
18,1,175,4,1,7
18,2,251,2,0,22
18,3,180,2,0,4
18,4,63,3,1,6
18,5,244,1,0,16
19,1,203,1,0,8
19,2,291,3,1,16
19,3,221,2,0,9
19,4,287,2,0,9
19,5,69,1,0,4
20,1,214,1,0,12
20,2,183,1,0,5
20,3,196,1,0,7
20,4,147,1,0,21
20,5,209,1,0,4
21,1,200,3,1,15
21,2,149,4,1,15
21,3,273,4,1,14
21,4,213,4,1,10
21,5,179,3,1,5
22,1,123,4,1,17
22,2,220,4,1,9
22,3,48,4,1,12
22,4,100,4,1,30
22,5,88,4,1,21
24,1,296,2,0,11
24,2,170,2,0,6
24,3,261,2,0,3
24,4,204,3,1,2
24,5,116,3,1,12
25,1,237,5,1,16
25,2,271,3,1,8
25,3,273,5,1,14
25,4,257,3,1,18
25,5,170,1,0,6
26,1,213,3,1,10
26,2,277,4,1,5
26,3,276,5,1,8
26,4,187,3,1,11
26,5,220,3,1,9
27,1,9,2,0,14
27,2,263,4,1,18
27,3,35,3,1,4
27,4,244,1,0,16
27,5,27,1,0,3
28,1,218,5,1,8
28,2,197,1,0,8
28,3,172,3,1,7
28,4,42,1,0,6
28,5,68,1,0,14
29,1,273,4,1,14
29,2,112,1,0,14
29,3,3,3,1,9
29,4,113,1,0,12
29,5,213,5,1,10
30,1,219,3,1,10
30,2,200,5,1,15
30,3,204,4,1,2
30,4,133,3,1,36
30,5,190,1,0,2
31,1,65,1,0,1
31,2,256,3,1,14
31,3,33,1,0,8
31,4,124,1,0,3
31,5,191,4,1,9
32,1,244,1,0,16
32,2,268,3,1,11
32,3,284,1,0,4
32,4,165,1,0,10
32,5,143,1,0,21
33,1,295,2,0,15
33,2,178,4,1,10
33,3,277,2,0,5
33,4,57,4,1,5
33,5,265,2,0,7
34,1,257,4,1,18
34,2,292,3,1,15
34,3,296,3,1,11
34,4,165,4,1,10
34,5,226,1,0,5
35,1,227,5,1,19
35,2,182,3,1,8
35,3,24,3,1,12
35,4,274,4,1,2
35,5,198,4,1,8
36,1,269,5,1,7
36,2,266,5,1,13
36,3,190,2,0,2
36,4,191,2,0,9
36,5,213,5,1,10
37,1,199,3,1,17
37,2,194,3,1,8
37,3,78,1,0,25
37,4,171,3,1,7
37,5,240,1,0,8
38,1,244,3,1,16
38,2,232,3,1,4
38,3,285,4,1,9
38,4,278,3,1,12
38,5,183,3,1,5
39,1,266,5,1,13
39,2,231,5,1,15
39,3,153,2,0,8
39,4,283,5,1,8
39,5,223,1,0,12
40,1,271,4,1,8
40,2,227,5,1,19
40,3,272,4,1,11
40,4,167,1,0,9
40,5,55,2,0,4
41,1,282,5,1,10
41,2,253,2,0,26
41,3,203,3,1,8
41,4,59,1,0,8
41,5,269,3,1,7
42,1,213,2,0,10
42,2,81,1,0,7
42,3,280,1,0,10
42,4,264,2,0,15
42,5,291,2,0,16
43,1,272,3,1,11
43,2,55,2,0,4
43,3,247,2,0,30
43,4,38,2,0,9
43,5,295,3,1,15
44,1,196,4,1,7
44,2,271,1,0,8
44,3,63,2,0,6
44,4,164,2,0,8
44,5,218,2,0,8
45,1,189,1,0,7
45,2,174,3,1,11
45,3,212,2,0,13
45,4,295,4,1,15
45,5,223,1,0,12
46,1,268,3,1,11
46,2,166,4,1,10
46,3,223,2,0,12
46,4,19,4,1,12
46,5,59,2,0,8
47,1,171,3,1,7
47,2,72,4,1,11
47,3,66,4,1,8
47,4,167,2,0,9
47,5,236,3,1,17
48,1,157,3,1,12
48,2,150,1,0,10
48,3,75,4,1,10
48,4,114,4,1,19
48,5,298,2,0,11
49,1,177,3,1,5
49,2,238,4,1,12
49,3,233,4,1,23
49,4,173,2,0,10
49,5,266,4,1,13
50,1,208,2,0,7
50,2,188,5,1,13
50,3,261,3,1,3
50,4,252,4,1,48
50,5,269,2,0,7
51,1,237,4,1,16
51,2,228,4,1,16
51,3,141,3,1,22
51,4,42,5,1,6
51,5,173,3,1,10
52,1,219,2,0,10
52,2,261,3,1,3
52,3,295,2,0,15
52,4,158,4,1,11
52,5,66,3,1,8
53,1,140,3,1,2
53,2,82,1,0,7
53,3,69,3,1,4
53,4,128,1,0,5
53,5,208,2,0,7
54,1,217,4,1,8
54,2,244,3,1,16
54,3,288,5,1,16
54,4,287,3,1,9
54,5,78,5,1,25
55,1,269,3,1,7
55,2,279,3,1,17
55,3,243,4,1,15
55,4,198,1,0,8
55,5,49,1,0,30
56,1,209,3,1,4
56,2,10,2,0,10
56,3,285,2,0,9
56,4,213,4,1,10
56,5,91,3,1,10
57,1,209,3,1,4
57,2,187,3,1,11
57,3,213,5,1,10
57,4,119,1,0,18
57,5,178,2,0,10
58,1,229,4,1,22
58,2,47,1,0,3
58,3,276,1,0,8
58,4,261,1,0,3
58,5,114,3,1,19
59,1,197,4,1,8
59,2,123,1,0,17
59,3,284,1,0,4
59,4,128,1,0,5
59,5,24,1,0,12
60,1,240,1,0,8
60,2,200,3,1,15
60,3,171,4,1,7
60,4,177,4,1,5
60,5,220,5,1,9
61,1,201,1,0,5
61,2,152,1,0,3
61,3,268,1,0,11
61,4,263,1,0,18
61,5,163,2,0,4
62,1,191,3,1,9
62,2,236,1,0,17
62,3,244,2,0,16
62,4,159,3,1,9
62,5,146,1,0,20
63,1,234,1,0,9
63,2,228,3,1,16
63,3,106,1,0,9
63,4,108,3,1,14
63,5,95,2,0,11
64,1,121,1,0,29
64,2,240,3,1,8
64,3,71,2,0,24
64,4,244,1,0,16
64,5,260,4,1,16
65,1,208,3,1,7
65,2,268,4,1,11
65,3,287,1,0,9
65,4,271,1,0,8
65,5,221,3,1,9
66,1,157,5,1,12
66,2,240,3,1,8
66,3,4,2,0,13
66,4,191,4,1,9
66,5,102,2,0,53
67,1,200,3,1,15
67,2,247,2,0,30
67,3,194,2,0,8
67,4,231,1,0,15
67,5,221,1,0,9
68,1,251,2,0,22
68,2,172,4,1,7
68,3,100,2,0,30
68,4,287,1,0,9
68,5,281,3,1,4
69,1,189,2,0,7
69,2,259,4,1,10
69,3,151,1,0,6
69,4,191,4,1,9
69,5,281,5,1,4
70,1,156,3,1,4
70,2,238,3,1,12
70,3,166,4,1,10
70,4,31,1,0,2
70,5,225,3,1,6
71,1,104,3,1,17
71,2,142,5,1,34
