user_id,rank,item_id,rating,label,train_degree
0,1,282,2,0,10
0,2,265,5,1,7
0,3,12,4,1,6
0,4,283,2,0,8
0,5,127,4,1,6
1,1,164,2,0,8
1,2,186,1,0,6
1,3,104,4,1,17
1,4,189,2,0,7
1,5,219,1,0,10
2,1,173,2,0,10
2,2,180,1,0,4
2,3,152,2,0,3
2,4,188,2,0,13
2,5,210,4,1,8
3,1,92,3,1,14
3,2,280,3,1,10
3,3,293,2,0,8
3,4,208,5,1,7
3,5,224,3,1,17
4,1,150,4,1,10
4,2,200,4,1,15
4,3,13,2,0,7
4,4,11,1,0,4
4,5,284,1,0,4
5,1,249,4,1,39
5,2,90,1,0,34
5,3,111,2,0,7
5,4,57,2,0,5
5,5,179,2,0,5
6,1,175,3,1,7
6,2,247,3,1,30
6,3,249,4,1,39
6,4,243,2,0,15
6,5,140,1,0,2
7,1,208,2,0,7
7,2,100,1,0,30
7,3,214,1,0,12
7,4,280,2,0,10
7,5,66,1,0,8
8,1,290,3,1,19
8,2,251,2,0,22
8,3,258,1,0,6
8,4,240,2,0,8
8,5,208,3,1,7
9,1,192,3,1,5
9,2,276,5,1,8
9,3,183,3,1,5
9,4,143,1,0,21
9,5,252,3,1,48
10,1,247,4,1,30
10,2,258,3,1,6
10,3,137,1,0,32
10,4,141,1,0,22
10,5,285,1,0,9
11,1,171,2,0,7
11,2,167,2,0,9
11,3,150,5,1,10
11,4,271,4,1,8
11,5,294,3,1,7
12,1,218,4,1,8
12,2,275,4,1,7
12,3,185,2,0,2
12,4,285,3,1,9
12,5,211,3,1,1
13,1,82,4,1,7
13,2,155,2,0,18
13,3,36,3,1,19
13,4,169,2,0,6
13,5,125,1,0,17
14,1,268,2,0,11
14,2,203,2,0,8
14,3,89,1,0,9
14,4,95,3,1,11
14,5,164,1,0,8
15,1,292,4,1,15
15,2,299,3,1,9
15,3,249,3,1,39
15,4,203,2,0,8
15,5,159,3,1,9
16,1,17,1,0,2
16,2,235,1,0,13
16,3,251,1,0,22
16,4,259,1,0,10
16,5,43,1,0,8
17,1,266,3,1,13
17,2,205,3,1,6
17,3,254,2,0,12
17,4,251,3,1,22
17,5,209,2,0,4
18,1,175,4,1,7
18,2,244,1,0,16
18,3,180,2,0,4
18,4,88,2,0,21
18,5,294,1,0,7
19,1,221,2,0,9
19,2,291,3,1,16
19,3,203,1,0,8
19,4,69,1,0,4
19,5,166,4,1,10
20,1,214,1,0,12
20,2,183,1,0,5
20,3,196,1,0,7
20,4,208,2,0,7
20,5,147,1,0,21
21,1,93,4,1,11
21,2,200,3,1,15
21,3,213,4,1,10
21,4,231,4,1,15
21,5,298,4,1,11
22,1,123,4,1,17
22,2,48,4,1,12
22,3,220,4,1,9
22,4,165,3,1,10
22,5,100,4,1,30
24,1,296,2,0,11
24,2,170,2,0,6
24,3,261,2,0,3
24,4,203,2,0,8
24,5,254,4,1,12
25,1,237,5,1,16
25,2,271,3,1,8
25,3,151,1,0,6
25,4,105,1,0,19
25,5,257,3,1,18
26,1,213,3,1,10
26,2,130,2,0,6
26,3,187,3,1,11
26,4,277,4,1,5
26,5,276,5,1,8
27,1,40,2,0,7
27,2,263,4,1,18
27,3,9,2,0,14
27,4,163,1,0,4
27,5,27,1,0,3
28,1,218,5,1,8
28,2,197,1,0,8
28,3,68,1,0,14
28,4,172,3,1,7
28,5,217,2,0,8
29,1,273,4,1,14
29,2,213,5,1,10
29,3,192,1,0,5
29,4,283,2,0,8
29,5,152,3,1,3
30,1,219,3,1,10
30,2,155,5,1,18
30,3,19,3,1,12
30,4,58,1,0,11
30,5,185,2,0,2
31,1,208,4,1,7
31,2,191,4,1,9
31,3,65,1,0,1
31,4,66,1,0,8
31,5,22,1,0,5
32,1,165,1,0,10
32,2,268,3,1,11
32,3,244,1,0,16
32,4,169,1,0,6
32,5,284,1,0,4
33,1,295,2,0,15
33,2,135,2,0,5
33,3,178,4,1,10
33,4,57,4,1,5
33,5,51,2,0,9
34,1,292,3,1,15
34,2,257,4,1,18
34,3,296,3,1,11
34,4,187,2,0,11
34,5,226,1,0,5
35,1,227,5,1,19
35,2,182,3,1,8
35,3,78,1,0,25
35,4,165,4,1,10
35,5,89,1,0,9
36,1,269,5,1,7
36,2,266,5,1,13
36,3,223,5,1,12
36,4,213,5,1,10
36,5,191,2,0,9
37,1,199,3,1,17
37,2,194,3,1,8
37,3,171,3,1,7
37,4,78,1,0,25
37,5,86,3,1,11
38,1,232,3,1,4
38,2,285,4,1,9
38,3,244,3,1,16
38,4,278,3,1,12
38,5,159,3,1,9
39,1,266,5,1,13
39,2,231,5,1,15
39,3,223,1,0,12
39,4,283,5,1,8
39,5,156,3,1,4
40,1,271,4,1,8
40,2,272,4,1,11
40,3,167,1,0,9
40,4,164,4,1,8
40,5,160,2,0,6
41,1,282,5,1,10
41,2,140,1,0,2
41,3,203,3,1,8
41,4,59,1,0,8
41,5,43,1,0,8
42,1,280,1,0,10
42,2,87,1,0,19
42,3,291,2,0,16
42,4,213,2,0,10
42,5,207,4,1,5
43,1,272,3,1,11
43,2,68,1,0,14
43,3,295,3,1,15
43,4,296,3,1,11
43,5,203,3,1,8
44,1,218,2,0,8
44,2,294,1,0,7
44,3,196,4,1,7
44,4,152,3,1,3
44,5,258,1,0,6
45,1,116,1,0,12
45,2,189,1,0,7
45,3,201,1,0,5
45,4,212,2,0,13
45,5,295,4,1,15
46,1,268,3,1,11
46,2,247,2,0,30
46,3,206,3,1,7
46,4,59,2,0,8
46,5,1,2,0,8
47,1,72,4,1,11
47,2,171,3,1,7
47,3,66,4,1,8
47,4,252,3,1,48
47,5,167,2,0,9
48,1,157,3,1,12
48,2,150,1,0,10
48,3,298,2,0,11
48,4,19,1,0,12
48,5,159,1,0,9
49,1,238,4,1,12
49,2,177,3,1,5
49,3,173,2,0,10
49,4,101,1,0,49
49,5,183,3,1,5
50,1,188,5,1,13
50,2,208,2,0,7
50,3,146,1,0,20
50,4,269,2,0,7
50,5,7,1,0,13
51,1,237,4,1,16
51,2,42,5,1,6
51,3,216,3,1,3
51,4,228,4,1,16
51,5,192,5,1,5
52,1,261,3,1,3
52,2,240,1,0,8
52,3,66,3,1,8
52,4,34,1,0,7
52,5,219,2,0,10
53,1,69,3,1,4
53,2,128,1,0,5
53,3,208,2,0,7
53,4,140,3,1,2
53,5,295,3,1,15
54,1,217,4,1,8
54,2,288,5,1,16
54,3,14,3,1,2
54,4,224,3,1,17
54,5,245,4,1,5
55,1,269,3,1,7
55,2,279,3,1,17
55,3,49,1,0,30
55,4,243,4,1,15
55,5,281,2,0,4
56,1,91,3,1,10
56,2,272,3,1,11
56,3,285,2,0,9
56,4,31,2,0,2
56,5,105,3,1,19
57,1,209,3,1,4
57,2,178,2,0,10
57,3,187,3,1,11
57,4,119,1,0,18
57,5,125,1,0,17
58,1,229,4,1,22
58,2,92,2,0,14
58,3,261,1,0,3
58,4,115,1,0,9
58,5,114,3,1,19
59,1,197,4,1,8
59,2,284,1,0,4
59,3,117,1,0,14
59,4,178,1,0,10
59,5,136,1,0,25
60,1,177,4,1,5
60,2,200,3,1,15
60,3,292,2,0,15
60,4,226,1,0,5
60,5,194,4,1,8
61,1,228,1,0,16
61,2,201,1,0,5
61,3,268,1,0,11
61,4,163,2,0,4
61,5,152,1,0,3
62,1,191,3,1,9
62,2,46,1,0,8
62,3,48,1,0,12
62,4,207,1,0,5
62,5,146,1,0,20
63,1,234,1,0,9
63,2,95,2,0,11
63,3,106,1,0,9
63,4,216,4,1,3
63,5,241,1,0,19
64,1,260,4,1,16
64,2,244,1,0,16
64,3,281,3,1,4
64,4,191,4,1,9
64,5,271,2,0,8
65,1,208,3,1,7
65,2,268,4,1,11
65,3,278,5,1,12
65,4,221,3,1,9
65,5,200,2,0,15
66,1,157,5,1,12
66,2,240,3,1,8
66,3,238,3,1,12
66,4,191,4,1,9
66,5,210,4,1,8
67,1,200,3,1,15
67,2,247,2,0,30
67,3,231,1,0,15
67,4,216,1,0,3
67,5,221,1,0,9
68,1,117,3,1,14
68,2,172,4,1,7
68,3,281,3,1,4
68,4,15,1,0,5
68,5,251,2,0,22
69,1,254,1,0,12
69,2,151,1,0,6
69,3,281,5,1,4
69,4,189,2,0,7
69,5,191,4,1,9
70,1,156,3,1,4
70,2,238,3,1,12
70,3,166,4,1,10
70,4,225,3,1,6
70,5,109,1,0,12
71,1,104,3,1,17
71,2,142,5,1,34
