user_id,rank,item_id,rating,label,train_degree
0,1,282,2,0,10
0,2,199,5,1,17
0,3,226,1,0,5
0,4,265,5,1,7
0,5,283,2,0,8
1,1,189,2,0,7
1,2,264,2,0,15
1,3,186,1,0,6
1,4,219,1,0,10
1,5,104,4,1,17
2,1,220,2,0,9
2,2,188,2,0,13
2,3,180,1,0,4
2,4,270,1,0,4
2,5,218,5,1,8
3,1,224,3,1,17
3,2,173,4,1,10
3,3,185,2,0,2
3,4,181,1,0,2
3,5,280,3,1,10
4,1,284,1,0,4
4,2,89,1,0,9
4,3,150,4,1,10
4,4,192,2,0,5
4,5,209,3,1,4
5,1,271,3,1,8
5,2,180,3,1,4
5,3,144,2,0,29
5,4,57,2,0,5
5,5,249,4,1,39
6,1,247,3,1,30
6,2,175,3,1,7
6,3,243,2,0,15
6,4,55,1,0,4
6,5,249,4,1,39
7,1,214,1,0,12
7,2,66,1,0,8
7,3,2,1,0,13
7,4,280,2,0,10
7,5,208,2,0,7
8,1,251,2,0,22
8,2,105,2,0,19
8,3,254,2,0,12
8,4,27,1,0,3
8,5,61,1,0,3
9,1,192,3,1,5
9,2,245,4,1,5
9,3,252,3,1,48
9,4,183,3,1,5
9,5,134,1,0,18
10,1,247,4,1,30
10,2,258,3,1,6
10,3,11,1,0,4
10,4,222,4,1,2
10,5,238,3,1,12
11,1,62,4,1,12
11,2,271,4,1,8
11,3,171,2,0,7
11,4,167,2,0,9
11,5,85,4,1,14
12,1,275,4,1,7
12,2,218,4,1,8
12,3,285,3,1,9
12,4,24,3,1,12
12,5,14,2,0,2
13,1,169,2,0,6
13,2,271,5,1,8
13,3,82,4,1,7
13,4,125,1,0,17
13,5,155,2,0,18
14,1,231,2,0,15
14,2,185,1,0,2
14,3,279,3,1,17
14,4,95,3,1,11
14,5,286,3,1,8
15,1,292,4,1,15
15,2,296,1,0,11
15,3,249,3,1,39
15,4,175,1,0,7
15,5,160,3,1,6
16,1,235,1,0,13
16,2,17,1,0,2
16,3,251,1,0,22
16,4,151,1,0,6
16,5,259,1,0,10
17,1,266,3,1,13
17,2,205,3,1,6
17,3,251,3,1,22
17,4,167,1,0,9
17,5,157,1,0,12
18,1,175,4,1,7
18,2,244,1,0,16
18,3,180,2,0,4
18,4,198,3,1,8
18,5,251,2,0,22
19,1,221,2,0,9
19,2,291,3,1,16
19,3,203,1,0,8
19,4,287,2,0,9
19,5,260,2,0,16
20,1,214,1,0,12
20,2,208,2,0,7
20,3,183,1,0,5
20,4,272,4,1,11
20,5,277,2,0,5
21,1,200,3,1,15
21,2,298,4,1,11
21,3,273,4,1,14
21,4,213,4,1,10
21,5,231,4,1,15
22,1,48,4,1,12
22,2,220,4,1,9
22,3,123,4,1,17
22,4,169,3,1,6
22,5,164,2,0,8
24,1,254,4,1,12
24,2,296,2,0,11
24,3,170,2,0,6
24,4,261,2,0,3
24,5,150,4,1,10
25,1,237,5,1,16
25,2,271,3,1,8
25,3,151,1,0,6
25,4,105,1,0,19
25,5,31,1,0,2
