user_id,rank,item_id,rating,label,train_degree
0,1,265,5,1,7
0,2,283,2,0,8
0,3,282,2,0,10
0,4,226,1,0,5
0,5,74,4,1,13
1,1,219,1,0,10
1,2,189,2,0,7
1,3,264,2,0,15
1,4,104,4,1,17
1,5,164,2,0,8
2,1,180,1,0,4
2,2,218,5,1,8
2,3,188,2,0,13
2,4,220,2,0,9
2,5,210,4,1,8
3,1,208,5,1,7
3,2,224,3,1,17
3,3,149,1,0,15
3,4,293,2,0,8
3,5,173,4,1,10
4,1,200,4,1,15
4,2,150,4,1,10
4,3,284,1,0,4
4,4,126,3,1,17
4,5,70,2,0,3
5,1,271,3,1,8
5,2,180,3,1,4
5,3,280,2,0,10
5,4,218,4,1,8
5,5,144,2,0,29
6,1,247,3,1,30
6,2,175,3,1,7
6,3,249,4,1,39
6,4,243,2,0,15
6,5,263,3,1,18
7,1,280,2,0,10
7,2,76,1,0,8
7,3,203,2,0,8
7,4,208,2,0,7
7,5,218,3,1,8
8,1,254,2,0,12
8,2,251,2,0,22
8,3,258,1,0,6
8,4,18,3,1,10
8,5,240,2,0,8
9,1,192,3,1,5
9,2,252,3,1,48
9,3,245,4,1,5
9,4,276,5,1,8
9,5,203,4,1,8
10,1,247,4,1,30
10,2,285,1,0,9
10,3,258,3,1,6
10,4,238,3,1,12
10,5,246,2,0,32
11,1,171,2,0,7
11,2,167,2,0,9
11,3,150,5,1,10
11,4,294,3,1,7
11,5,271,4,1,8
12,1,218,4,1,8
12,2,286,3,1,8
12,3,129,2,0,25
12,4,275,4,1,7
12,5,211,3,1,1
13,1,82,4,1,7
13,2,58,1,0,11
13,3,155,2,0,18
13,4,171,3,1,7
13,5,195,4,1,6
14,1,149,4,1,15
14,2,279,3,1,17
14,3,268,2,0,11
14,4,169,2,0,6
14,5,95,3,1,11
15,1,292,4,1,15
15,2,296,1,0,11
15,3,249,3,1,39
15,4,203,2,0,8
15,5,210,5,1,8
16,1,235,1,0,13
16,2,251,1,0,22
16,3,17,1,0,2
16,4,114,3,1,19
16,5,269,1,0,7
17,1,266,3,1,13
17,2,205,3,1,6
17,3,254,2,0,12
17,4,251,3,1,22
17,5,167,1,0,9
18,1,175,4,1,7
18,2,244,1,0,16
18,3,180,2,0,4
18,4,198,3,1,8
18,5,234,3,1,9
19,1,291,3,1,16
19,2,203,1,0,8
19,3,221,2,0,9
19,4,166,4,1,10
19,5,236,1,0,17
20,1,214,1,0,12
20,2,183,1,0,5
20,3,196,1,0,7
20,4,70,1,0,3
20,5,147,1,0,21
21,1,298,4,1,11
21,2,200,3,1,15
21,3,273,4,1,14
21,4,213,4,1,10
21,5,231,4,1,15
22,1,48,4,1,12
22,2,220,4,1,9
22,3,123,4,1,17
22,4,100,4,1,30
22,5,165,3,1,10
24,1,170,2,0,6
24,2,296,2,0,11
24,3,254,4,1,12
24,4,203,2,0,8
24,5,261,2,0,3
25,1,237,5,1,16
25,2,271,3,1,8
25,3,151,1,0,6
25,4,257,3,1,18
25,5,105,1,0,19
26,1,213,3,1,10
26,2,277,4,1,5
26,3,187,3,1,11
26,4,154,4,1,6
26,5,130,2,0,6
27,1,171,2,0,7
27,2,27,1,0,3
27,3,244,1,0,16
27,4,35,3,1,4
27,5,40,2,0,7
28,1,218,5,1,8
28,2,197,1,0,8
28,3,172,3,1,7
28,4,42,1,0,6
28,5,217,2,0,8
29,1,273,4,1,14
29,2,112,1,0,14
29,3,113,1,0,12
29,4,213,5,1,10
29,5,152,3,1,3
30,1,219,3,1,10
30,2,157,4,1,12
30,3,204,4,1,2
30,4,155,5,1,18
30,5,209,3,1,4
31,1,256,3,1,14
31,2,65,1,0,1
31,3,33,1,0,8
31,4,108,1,0,14
31,5,60,2,0,3
32,1,244,1,0,16
32,2,165,1,0,10
32,3,284,1,0,4
32,4,237,4,1,16
32,5,268,3,1,11
33,1,295,2,0,15
33,2,265,2,0,7
33,3,178,4,1,10
33,4,193,2,0,13
33,5,135,2,0,5
34,1,257,4,1,18
34,2,296,3,1,11
34,3,292,3,1,15
34,4,187,2,0,11
34,5,165,4,1,10
35,1,227,5,1,19
35,2,182,3,1,8
35,3,262,4,1,17
35,4,165,4,1,10
35,5,198,4,1,8
36,1,266,5,1,13
36,2,269,5,1,7
36,3,223,5,1,12
36,4,190,2,0,2
36,5,191,2,0,9
37,1,199,3,1,17
37,2,194,3,1,8
37,3,181,1,0,2
37,4,171,3,1,7
37,5,86,3,1,11
38,1,285,4,1,9
38,2,232,3,1,4
38,3,244,3,1,16
38,4,278,3,1,12
38,5,183,3,1,5
39,1,231,5,1,15
39,2,266,5,1,13
39,3,283,5,1,8
39,4,223,1,0,12
39,5,156,3,1,4
40,1,271,4,1,8
40,2,227,5,1,19
40,3,272,4,1,11
40,4,167,1,0,9
40,5,268,4,1,11
41,1,203,3,1,8
41,2,282,5,1,10
41,3,253,2,0,26
41,4,43,1,0,8
41,5,140,1,0,2
42,1,280,1,0,10
42,2,285,2,0,9
42,3,87,1,0,19
42,4,213,2,0,10
42,5,81,1,0,7
43,1,272,3,1,11
43,2,296,3,1,11
43,3,41,2,0,2
43,4,247,2,0,30
43,5,68,1,0,14
44,1,218,2,0,8
44,2,196,4,1,7
44,3,294,1,0,7
44,4,164,2,0,8
44,5,271,1,0,8
45,1,189,1,0,7
45,2,212,2,0,13
45,3,295,4,1,15
45,4,174,3,1,11
45,5,201,1,0,5
46,1,268,3,1,11
46,2,247,2,0,30
46,3,223,2,0,12
46,4,169,3,1,6
46,5,19,4,1,12
47,1,72,4,1,11
47,2,171,3,1,7
47,3,167,2,0,9
47,4,236,3,1,17
47,5,226,1,0,5
48,1,157,3,1,12
48,2,150,1,0,10
48,3,168,4,1,6
48,4,298,2,0,11
48,5,114,4,1,19
49,1,238,4,1,12
49,2,177,3,1,5
49,3,233,4,1,23
49,4,183,3,1,5
49,5,250,4,1,20
50,1,208,2,0,7
50,2,188,5,1,13
50,3,269,2,0,7
50,4,160,3,1,6
50,5,47,1,0,3
51,1,237,4,1,16
51,2,216,3,1,3
51,3,42,5,1,6
51,4,48,4,1,12
51,5,228,4,1,16
52,1,261,3,1,3
52,2,219,2,0,10
52,3,66,3,1,8
52,4,250,1,0,20
52,5,295,2,0,15
53,1,69,3,1,4
53,2,208,2,0,7
53,3,140,3,1,2
53,4,82,1,0,7
53,5,257,2,0,18
54,1,217,4,1,8
54,2,216,2,0,3
54,3,245,4,1,5
54,4,288,5,1,16
54,5,224,3,1,17
55,1,279,3,1,17
55,2,269,3,1,7
55,3,243,4,1,15
55,4,43,1,0,8
55,5,66,1,0,8
56,1,91,3,1,10
56,2,209,3,1,4
56,3,257,4,1,18
56,4,272,3,1,11
56,5,31,2,0,2
57,1,209,3,1,4
57,2,178,2,0,10
57,3,187,3,1,11
57,4,213,5,1,10
57,5,8,1,0,10
58,1,229,4,1,22
58,2,261,1,0,3
58,3,276,1,0,8
58,4,115,1,0,9
58,5,92,2,0,14
59,1,197,4,1,8
59,2,178,1,0,10
59,3,284,1,0,4
59,4,128,1,0,5
59,5,43,1,0,8
60,1,177,4,1,5
60,2,200,3,1,15
60,3,240,1,0,8
60,4,56,1,0,2
60,5,220,5,1,9
61,1,201,1,0,5
61,2,163,2,0,4
61,3,228,1,0,16
61,4,268,1,0,11
61,5,152,1,0,3
62,1,191,3,1,9
62,2,46,1,0,8
62,3,83,1,0,14
62,4,207,1,0,5
62,5,236,1,0,17
63,1,228,3,1,16
63,2,106,1,0,9
63,3,234,1,0,9
63,4,216,4,1,3
63,5,241,1,0,19
64,1,260,4,1,16
64,2,244,1,0,16
64,3,240,3,1,8
64,4,281,3,1,4
64,5,271,2,0,8
65,1,208,3,1,7
65,2,268,4,1,11
65,3,221,3,1,9
65,4,195,1,0,6
65,5,287,1,0,9
66,1,157,5,1,12
66,2,191,4,1,9
66,3,53,1,0,2
66,4,240,3,1,8
66,5,49,5,1,30
67,1,200,3,1,15
67,2,247,2,0,30
67,3,180,1,0,4
67,4,231,1,0,15
67,5,164,1,0,8
68,1,251,2,0,22
68,2,15,1,0,5
68,3,172,4,1,7
68,4,43,3,1,8
68,5,281,3,1,4
69,1,259,4,1,10
69,2,281,5,1,4
69,3,151,1,0,6
69,4,189,2,0,7
69,5,191,4,1,9
70,1,156,3,1,4
70,2,238,3,1,12
70,3,56,1,0,2
70,4,166,4,1,10
70,5,75,5,1,10
71,1,104,3,1,17
71,2,142,5,1,34
71,3,220,1,0,9
71,4,89,1,0,9
71,5,194,1,0,8
72,1,212,4,1,13
72,2,267,3,1,17
72,3,224,2,0,17
72,4,174,1,0,11
72,5,198,1,0,8
73,1,199,4,1,17
73,2,143,2,0,21
73,3,107,4,1,22
73,4,195,1,0,6
73,5,163,1,0,4
74,1,161,1,0,11
74,2,243,4,1,15
74,3,287,1,0,9
74,4,290,2,0,19
74,5,244,1,0,16
75,1,260,3,1,16
75,2,231,2,0,15
75,3,173,3,1,10
75,4,45,3,1,4
75,5,75,2,0,10
76,1,267,3,1,17
76,2,138,4,1,27
76,3,231,3,1,15
76,4,166,1,0,10
76,5,279,2,0,17
77,1,236,3,1,17
77,2,262,4,1,17
77,3,225,1,0,6
77,4,213,1,0,10
77,5,69,1,0,4
78,1,236,4,1,17
78,2,249,1,0,39
78,3,251,1,0,22
78,4,198,1,0,8
78,5,234,1,0,9
79,1,13,5,1,7
79,2,15,3,1,5
79,3,83,4,1,14
79,4,297,4,1,17
79,5,286,4,1,8
80,1,213,1,0,10
80,2,134,1,0,18
80,3,259,1,0,10
80,4,197,1,0,8
80,5,7,2,0,13
81,1,240,1,0,8
81,2,246,4,1,32
81,3,263,3,1,18
81,4,166,5,1,10
81,5,155,2,0,18
82,1,224,1,0,17
82,2,209,4,1,4
82,3,49,3,1,30
82,4,289,2,0,1
82,5,118,3,1,22
83,1,295,4,1,15
83,2,184,4,1,8
83,3,226,1,0,5
83,4,159,4,1,9
83,5,155,4,1,18
84,1,219,3,1,10
84,2,291,4,1,16
84,3,228,2,0,16
84,4,193,3,1,13
84,5,220,4,1,9
85,1,174,1,0,11
85,2,275,1,0,7
85,3,10,3,1,10
85,4,114,3,1,19
85,5,170,3,1,6
86,1,236,3,1,17
86,2,175,1,0,7
86,3,207,3,1,5
86,4,258,1,0,6
86,5,155,4,1,18
87,1,241,3,1,19
87,2,182,3,1,8
87,3,165,3,1,10
87,4,173,3,1,10
87,5,193,4,1,13
88,1,229,3,1,22
88,2,276,3,1,8
88,3,245,4,1,5
88,4,269,2,0,7
88,5,70,1,0,3
89,1,21,3,1,14
89,2,159,3,1,9
89,3,252,5,1,48
89,4,115,3,1,9
89,5,113,2,0,12
90,1,224,4,1,17
90,2,153,3,1,8
90,3,188,4,1,13
90,4,227,3,1,19
90,5,209,1,0,4
91,1,247,3,1,30
91,2,253,3,1,26
91,3,100,2,0,30
91,4,191,3,1,9
91,5,32,2,0,5
92,1,278,2,0,12
92,2,205,1,0,6
92,3,246,4,1,32
92,4,200,1,0,15
92,5,165,3,1,10
93,1,268,3,1,11
93,2,299,2,0,9
93,3,150,2,0,10
93,4,276,2,0,8
93,5,205,3,1,6
94,1,292,3,1,15
94,2,200,2,0,15
94,3,225,1,0,6
94,4,268,1,0,11
94,5,205,2,0,6
95,1,225,3,1,6
95,2,269,3,1,7
95,3,183,1,0,5
95,4,251,3,1,22
95,5,65,1,0,1
96,1,177,3,1,5
96,2,172,3,1,7
96,3,295,3,1,15
96,4,266,3,1,13
96,5,189,1,0,7
97,1,236,4,1,17
97,2,279,3,1,17
97,3,242,1,0,13
97,4,285,1,0,9
97,5,225,5,1,6
98,1,201,1,0,5
98,2,177,1,0,5
98,3,174,1,0,11
98,4,218,3,1,8
98,5,86,1,0,11
99,1,282,3,1,10
99,2,260,3,1,16
99,3,107,4,1,22
99,4,65,2,0,1
99,5,258,2,0,6
100,1,288,2,0,16
100,2,261,1,0,3
100,3,78,1,0,25
100,4,162,3,1,8
100,5,214,1,0,12
101,1,2,4,1,13
101,2,249,4,1,39
101,3,165,4,1,10
101,4,250,4,1,20
101,5,94,4,1,9
102,1,242,1,0,13
102,2,246,2,0,32
102,3,226,1,0,5
102,4,285,1,0,9
102,5,187,3,1,11
103,1,253,3,1,26
103,2,188,2,0,13
103,3,246,5,1,32
103,4,226,1,0,5
103,5,109,1,0,12
104,1,208,3,1,7
104,2,112,3,1,14
104,3,267,2,0,17
104,4,226,1,0,5
104,5,243,1,0,15
105,1,236,3,1,17
105,2,107,4,1,22
105,3,31,2,0,2
105,4,177,1,0,5
105,5,261,1,0,3
106,1,77,2,0,10
106,2,162,2,0,8
106,3,184,3,1,8
106,4,153,5,1,8
106,5,194,2,0,8
107,1,256,1,0,14
107,2,249,5,1,39
107,3,251,4,1,22
107,4,182,4,1,8
107,5,143,1,0,21
109,1,299,3,1,9
109,2,81,3,1,7
109,3,90,4,1,34
109,4,288,2,0,16
109,5,167,2,0,9
110,1,0,4,1,75
110,2,248,2,0,28
110,3,244,3,1,16
110,4,287,5,1,9
110,5,189,1,0,7
111,1,240,3,1,8
111,2,248,1,0,28
111,3,85,1,0,14
111,4,218,3,1,8
111,5,270,2,0,4
112,1,191,3,1,9
112,2,298,2,0,11
112,3,169,1,0,6
112,4,263,3,1,18
112,5,158,2,0,11
113,1,193,4,1,13
113,2,272,2,0,11
113,3,210,1,0,8
113,4,115,1,0,9
113,5,150,1,0,10
114,1,193,5,1,13
114,2,273,4,1,14
114,3,157,1,0,12
114,4,233,3,1,23
114,5,187,1,0,11
115,1,173,3,1,10
115,2,154,3,1,6
115,3,180,2,0,4
115,4,146,4,1,20
115,5,12,5,1,6
116,1,161,4,1,11
116,2,264,5,1,15
116,3,293,4,1,8
116,4,285,3,1,9
116,5,179,5,1,5
117,1,178,2,0,10
117,2,242,3,1,13
117,3,189,2,0,7
117,4,162,1,0,8
117,5,48,2,0,12
118,1,201,1,0,5
118,2,269,1,0,7
118,3,184,1,0,8
118,4,170,1,0,6
118,5,171,1,0,7
119,1,299,4,1,9
119,2,249,2,0,39
119,3,45,1,0,4
119,4,152,1,0,3
119,5,268,3,1,11
120,1,227,5,1,19
120,2,212,5,1,13
120,3,262,2,0,17
120,4,249,1,0,39
120,5,237,1,0,16
121,1,218,1,0,8
121,2,178,1,0,10
121,3,11,1,0,4
121,4,179,3,1,5
121,5,260,1,0,16
122,1,162,4,1,8
122,2,238,3,1,12
122,3,155,1,0,18
122,4,260,3,1,16
122,5,201,1,0,5
123,1,243,1,0,15
123,2,240,3,1,8
123,3,207,4,1,5
123,4,298,2,0,11
123,5,286,2,0,8
124,1,203,3,1,8
124,2,206,3,1,7
124,3,218,4,1,8
124,4,238,1,0,12
124,5,30,1,0,2
125,1,200,3,1,15
125,2,176,2,0,5
125,3,171,2,0,7
125,4,196,4,1,7
125,5,206,3,1,7
126,1,262,5,1,17
126,2,78,3,1,25
126,3,224,4,1,17
126,4,108,5,1,14
126,5,266,4,1,13
127,1,225,4,1,6
127,2,257,4,1,18
127,3,299,3,1,9
127,4,209,3,1,4
127,5,221,3,1,9
128,1,100,3,1,30
128,2,117,1,0,14
128,3,6,1,0,8
128,4,261,2,0,3
128,5,52,1,0,3
129,1,137,3,1,32
129,2,80,4,1,37
129,3,134,4,1,18
129,4,122,2,0,15
129,5,160,2,0,6
130,1,79,2,0,21
130,2,130,3,1,6
130,3,34,1,0,7
130,4,6,3,1,8
130,5,109,2,0,12
131,1,114,4,1,19
131,2,120,3,1,45
131,3,109,2,0,12
131,4,10,5,1,10
131,5,147,2,0,21
132,1,136,4,1,25
132,2,39,2,0,1
132,3,28,2,0,1
132,4,17,2,0,2
132,5,8,1,0,10
133,1,93,4,1,11
133,2,122,3,1,15
133,3,21,4,1,14
133,4,104,3,1,17
133,5,22,3,1,5
134,1,219,3,1,10
134,2,114,3,1,19
134,3,84,1,0,17
134,4,147,4,1,21
134,5,76,3,1,8
135,1,113,3,1,12
135,2,134,3,1,18
135,3,133,5,1,36
135,4,106,3,1,9
135,5,77,1,0,10
136,1,146,3,1,20
136,2,80,3,1,37
136,3,120,5,1,45
136,4,74,3,1,13
136,5,137,2,0,32
137,1,132,1,0,7
137,2,114,3,1,19
137,3,129,1,0,25
137,4,105,1,0,19
137,5,250,1,0,20
139,1,99,4,1,61
139,2,110,3,1,10
139,3,73,3,1,8
139,4,205,1,0,6
139,5,53,2,0,2
140,1,49,4,1,30
140,2,113,2,0,12
140,3,76,4,1,8
140,4,25,2,0,6
140,5,299,1,0,9
141,1,13,3,1,7
141,2,93,3,1,11
141,3,82,3,1,7
141,4,264,4,1,15
141,5,23,3,1,4
142,1,3,5,1,9
142,2,102,2,0,53
142,3,13,3,1,7
142,4,49,4,1,30
142,5,103,2,0,31
143,1,138,4,1,27
143,2,283,1,0,8
143,3,141,1,0,22
143,4,36,3,1,19
143,5,120,4,1,45
144,1,147,5,1,21
144,2,102,5,1,53
144,3,127,4,1,6
144,4,265,1,0,7
