user_id,rank,item_id,rating,label,train_degree
0,1,282,2,0,10
0,2,199,5,1,17
0,3,265,5,1,7
0,4,226,1,0,5
0,5,17,3,1,2
1,1,189,2,0,7
1,2,219,1,0,10
1,3,264,2,0,15
1,4,104,4,1,17
1,5,186,1,0,6
2,1,180,1,0,4
2,2,188,2,0,13
2,3,152,2,0,3
2,4,270,1,0,4
2,5,173,2,0,10
3,1,208,5,1,7
3,2,224,3,1,17
3,3,181,1,0,2
3,4,293,2,0,8
3,5,149,1,0,15
4,1,150,4,1,10
4,2,284,1,0,4
4,3,192,2,0,5
4,4,200,4,1,15
4,5,89,1,0,9
5,1,249,4,1,39
5,2,90,1,0,34
5,3,280,2,0,10
5,4,271,3,1,8
5,5,180,3,1,4
6,1,247,3,1,30
6,2,175,3,1,7
6,3,243,2,0,15
6,4,263,3,1,18
6,5,249,4,1,39
7,1,208,2,0,7
7,2,66,1,0,8
7,3,122,1,0,15
7,4,218,3,1,8
7,5,280,2,0,10
8,1,251,2,0,22
8,2,258,1,0,6
8,3,254,2,0,12
8,4,290,3,1,19
8,5,240,2,0,8
9,1,192,3,1,5
9,2,252,3,1,48
9,3,276,5,1,8
9,4,143,1,0,21
9,5,46,1,0,8
10,1,247,4,1,30
10,2,258,3,1,6
10,3,238,3,1,12
10,4,285,1,0,9
10,5,20,1,0,4
11,1,62,4,1,12
11,2,171,2,0,7
11,3,167,2,0,9
11,4,150,5,1,10
11,5,271,4,1,8
12,1,218,4,1,8
12,2,3,2,0,9
12,3,286,3,1,8
12,4,197,3,1,8
12,5,109,1,0,12
13,1,82,4,1,7
13,2,169,2,0,6
13,3,155,2,0,18
13,4,271,5,1,8
13,5,54,3,1,8
14,1,279,3,1,17
14,2,149,4,1,15
14,3,169,2,0,6
14,4,268,2,0,11
14,5,231,2,0,15
15,1,292,4,1,15
15,2,249,3,1,39
15,3,296,1,0,11
15,4,203,2,0,8
15,5,180,1,0,4
16,1,251,1,0,22
16,2,235,1,0,13
16,3,100,1,0,30
16,4,1,1,0,8
16,5,269,1,0,7
17,1,266,3,1,13
17,2,205,3,1,6
17,3,204,2,0,2
17,4,167,1,0,9
17,5,254,2,0,12
18,1,175,4,1,7
18,2,244,1,0,16
18,3,180,2,0,4
18,4,234,3,1,9
18,5,251,2,0,22
19,1,291,3,1,16
19,2,221,2,0,9
19,3,111,1,0,7
19,4,287,2,0,9
19,5,236,1,0,17
20,1,214,1,0,12
20,2,183,1,0,5
20,3,70,1,0,3
20,4,147,1,0,21
20,5,196,1,0,7
21,1,200,3,1,15
21,2,298,4,1,11
21,3,273,4,1,14
21,4,231,4,1,15
21,5,43,5,1,8
22,1,220,4,1,9
22,2,48,4,1,12
22,3,123,4,1,17
22,4,165,3,1,10
22,5,73,4,1,8
24,1,296,2,0,11
24,2,261,2,0,3
24,3,170,2,0,6
24,4,150,4,1,10
24,5,204,3,1,2
25,1,237,5,1,16
25,2,271,3,1,8
25,3,257,3,1,18
25,4,151,1,0,6
25,5,157,2,0,12
